CAND_ID,CAND_NAME,state,lname,fname,minitial,bioguide_id,thomas_id,NodeID,Party,Party_encode
H4LA05221,"ABRAHAM, RALPH LEE",LA,ABRAHAM,RALPH,LEE,A000374,,0,,
H4LA05221,"ABRAHAM, RALPH LEE DR. JR.",LA,ABRAHAM,RALPH,LEE DR. JR.,A000374,,0,,
H0NC07082,"ADAMS, JAMES R.",NC,ADAMS,JAMES,R.,A000370,2201,1,,
H4NC06078,"ADAMS, DANIELLE",NC,ADAMS,DANIELLE,,A000370,2201,1,,
H4NC12100,"ADAMS, ALMA SHEALEY",NC,ADAMS,ALMA,SHEALEY,A000370,2201,1,,
H6AL04098,"ADERHOLT, ROBERT",AL,ADERHOLT,ROBERT,,A000055,1460,2,,
H6AL04098,"ADERHOLT, ROBERT B",AL,ADERHOLT,ROBERT,B,A000055,1460,2,,
H6AL04098,"ADERHOLT, ROBERT B.",AL,ADERHOLT,ROBERT,B.,A000055,1460,2,,
H6AL04098,"ADERHOLT, ROBERT B. REP.",AL,ADERHOLT,ROBERT,B. REP.,A000055,1460,2,,
H6AL04098,"ADERHOLT, ROBERT BROWN",AL,ADERHOLT,ROBERT,BROWN,A000055,1460,2,,
H2CA31125,"AGUILAR, PETE",CA,AGUILAR,PETE,,A000371,,3,,
S2TN00058,"ALEXANDER, LAMAR",TN,ALEXANDER,LAMAR,,A000360,1695,4,,
H0GA02241,"ALLEN, RICK",GA,ALLEN,RICK,,A000372,,5,,
H2GA12048,"ALLEN, BENJAMIN",GA,ALLEN,BENJAMIN,,A000372,,5,,
H2GA12121,"ALLEN, RICHARD W",GA,ALLEN,RICHARD,W,A000372,,5,,
H0MI03126,"AMASH, JUSTIN",MI,AMASH,JUSTIN,,A000367,2029,6,,
H2NV02395,"AMODEI, MARK EUGENE",NV,AMODEI,MARK,EUGENE,A000369,2090,7,,
S0NV00237,"AMODEI, MARK EUGENE",NV,AMODEI,MARK,EUGENE,A000369,2090,7,,
H4NE02054,"ASHFORD, BRAD",NE,ASHFORD,BRAD,,A000373,,8,Democrat,1
H4NE02054,"ASHFORD, JOHN BRAD",NE,ASHFORD,JOHN,BRAD,A000373,,8,Democrat,1
S0NH00235,"AYOTTE, KELLY A",NH,AYOTTE,KELLY,A,A000368,2075,9,Republican,-1
H6TX02079,"BABIN, BRIAN",TX,BABIN,BRIAN,,B001291,,10,,
H8WI00018,"BALDWIN, TAMMY",WI,BALDWIN,TAMMY,,B001230,1558,11,,
S2WI00219,"BALDWIN, TAMMY",WI,BALDWIN,TAMMY,,B001230,1558,11,,
H2PA11098,"BARLETTA, LOU",PA,BARLETTA,LOU,,B001269,2054,12,,
H2PA11098,"BARLETTA, LOUIS",PA,BARLETTA,LOUIS,,B001269,2054,12,,
H2PA11098,"BARLETTA, LOUIS J",PA,BARLETTA,LOUIS,J,B001269,2054,12,,
H0KY06104,"BARR, GARLAND ''ANDY''",KY,BARR,GARLAND,''ANDY'',B001282,2131,13,,
H0KY06104,"BARR, GARLAND ANDY",KY,BARR,GARLAND,ANDY,B001282,2131,13,,
S6WY00068,"BARRASSO, JOHN",WY,BARRASSO,JOHN,,B001261,1881,14,,
S6WY00068,"BARRASSO, JOHN A",WY,BARRASSO,JOHN,A,B001261,1881,14,,
H2TX31028,"BARTON, BRADLEY LINUS",TX,BARTON,BRADLEY,LINUS,B000213,62,15,,
H4TX06117,"BARTON, JOE CONGRESSMAN",TX,BARTON,JOE,CONGRESSMAN,B000213,62,15,,
H4TX06117,"BARTON, JOE L",TX,BARTON,JOE,L,B000213,62,15,,
H4TX06117,"BARTON, JOE LINUS",TX,BARTON,JOE,LINUS,B000213,62,15,,
H4TX06117,"BARTON, JOSEPH LINUS",TX,BARTON,JOSEPH,LINUS,B000213,62,15,,
S4TX00094,"BARTON, JOE L",TX,BARTON,JOE,L,B000213,62,15,,
S4TX00094,"BARTON, JOE LINUS",TX,BARTON,JOE,LINUS,B000213,62,15,,
H0CA33117,"BASS, KAREN",CA,BASS,KAREN,,B001270,1996,16,,
H2OH03125,"BEATTY, JOYCE",OH,BEATTY,JOYCE,,B001281,2153,17,,
H2CA30143,"BECERRA, XAVIER",CA,BECERRA,XAVIER,,B000287,70,18,Democrat,1
H0MI01088,"BENISHEK, DANIEL J",MI,BENISHEK,DANIEL,J,B001271,2027,19,Republican,-1
H0MI01088,"BENISHEK, DANIEL J.",MI,BENISHEK,DANIEL,J.,B001271,2027,19,Republican,-1
H0MI01088,"BENISHEK, DANIEL J. M.D.",MI,BENISHEK,DANIEL,J. M.D.,B001271,2027,19,Republican,-1
S0CO00211,"BENNET, MICHAEL F",CO,BENNET,MICHAEL,F,B001267,1965,20,,
H0CA03078,"BERA, AMERISH",CA,BERA,AMERISH,,B001287,2102,21,,
H4VA08224,"BEYER, DONALD STERNOFF JR",VA,BEYER,DONALD,STERNOFF JR,B001292,,22,,
H4VA08224,"BEYER, DONALD STERNOFF JR.",VA,BEYER,DONALD,STERNOFF JR.,B001292,,22,,
H6FL09070,"BILIRAKIS, GUS M",FL,BILIRAKIS,GUS,M,B001257,1838,23,,
H6FL09070,"BILIRAKIS, GUS MICHAEL",FL,BILIRAKIS,GUS,MICHAEL,B001257,1838,23,,
H4MI08135,"BISHOP, MIKE",MI,BISHOP,MIKE,,B001293,,24,,
H2UT01094,"BISHOP, ROBERT",UT,BISHOP,ROBERT,,B001250,1753,25,,
H2UT01094,"BISHOP, ROBERT WILLIAM",UT,BISHOP,ROBERT,WILLIAM,B001250,1753,25,,
H2GA02031,"BISHOP, SANFORD D JR",GA,BISHOP,SANFORD,D JR,B000490,91,26,,
H2GA02031,"BISHOP, SANFORD D JR.",GA,BISHOP,SANFORD,D JR.,B000490,91,26,,
H2GA02031,"BISHOP, SANFORD DIXON JR",GA,BISHOP,SANFORD,DIXON JR,B000490,91,26,,
H0TN06257,"BLACK, DIANE L MRS.",TN,BLACK,DIANE,L MRS.,B001273,2063,27,,
H0TN06257,"BLACK, DIANE LYNN",TN,BLACK,DIANE,LYNN,B001273,2063,27,,
H2TN09109,"BLACK, CHARLES LEE",TN,BLACK,CHARLES,LEE,B001273,2063,27,,
H2TN06030,"BLACKBURN, MARSHA MRS.",TN,BLACKBURN,MARSHA,MRS.,B001243,1748,28,,
H2TN06030,"BLACKBURN, MARSHA W",TN,BLACKBURN,MARSHA,W,B001243,1748,28,,
H2IA01055,"BLUM, RODNEY",IA,BLUM,RODNEY,,B001294,,29,,
H2IA01055,"BLUM, RODNEY LELAND",IA,BLUM,RODNEY,LELAND,B001294,,29,,
H6OR03064,"BLUMENAUER, EARL",OR,BLUMENAUER,EARL,,B000574,99,30,,
S0CT00177,"BLUMENTHAL, RICHARD",CT,BLUMENTHAL,RICHARD,,B001277,2076,31,,
H6MO07128,"BLUNT, ROY",MO,BLUNT,ROY,,B000575,1464,32,,
S0MO00183,"BLUNT, ROY",MO,BLUNT,ROY,,B000575,1464,32,,
H0OH08029,"BOEHNER, JOHN A",OH,BOEHNER,JOHN,A,B000589,102,33,Republican,-1
H0OH08029,"BOEHNER, JOHN A.",OH,BOEHNER,JOHN,A.,B000589,102,33,Republican,-1
H0OH08029,"BOEHNER, JOHN ANDREW",OH,BOEHNER,JOHN,ANDREW,B000589,102,33,Republican,-1
H2OR01133,"BONAMICI, SUZANNE",OR,BONAMICI,SUZANNE,,B001278,2092,34,,
H2OR01133,"BONAMICI, SUZANNE MS.",OR,BONAMICI,SUZANNE,MS.,B001278,2092,34,,
S4NJ00185,"BOOKER, CORY A",NJ,BOOKER,CORY,A,B001288,2194,35,,
H2AR03176,"BOOZMAN, JOHN N",AR,BOOZMAN,JOHN,N,B001236,1687,36,,
H2AR03176,"BOOZMAN, JOHN NICHOLS",AR,BOOZMAN,JOHN,NICHOLS,B001236,1687,36,,
S0AR00150,"BOOZMAN, JOHN",AR,BOOZMAN,JOHN,,B001236,1687,36,,
S8AR00088,"BOOZMAN, FAY W III",AR,BOOZMAN,FAY,W III,B001236,1687,36,,
H2GU00033,"BORDALLO, MADELEINE Z",GU,BORDALLO,MADELEINE,Z,B001245,1723,37,,
H2GU00033,"BORDALLO, MADELEINE Z MS",GU,BORDALLO,MADELEINE,Z MS,B001245,1723,37,,
H2GU00033,"BORDALLO, MADELEINE Z. MS.",GU,BORDALLO,MADELEINE,Z. MS.,B001245,1723,37,,
H4IL12060,"BOST, MICHAEL",IL,BOST,MICHAEL,,B001295,,38,,
H4IL12060,"BOST, MICHAEL J",IL,BOST,MICHAEL,J,B001295,,38,,
H4LA07029,"BOUSTANY, CHARLES DR. JR.",LA,BOUSTANY,CHARLES,DR. JR.,B001255,1787,39,Republican,-1
H4LA07029,"BOUSTANY, CHARLES W. DR. JR.",LA,BOUSTANY,CHARLES,W. DR. JR.,B001255,1787,39,Republican,-1
H4LA07029,"BOUSTANY, JR, CHARLES W.",LA,BOUSTANY,"JR,",CHARLES W.,B001255,1787,39,Republican,-1
S6LA00300,"BOUSTANY, CHARLES W JR DR",LA,BOUSTANY,CHARLES,W JR DR,B001255,1787,39,Republican,-1
H2CA06028,"BOXER, BARBARA",CA,BOXER,BARBARA,,B000711,116,40,Democrat,1
S2CA00286,"BOXER, BARBARA",CA,BOXER,BARBARA,,B000711,116,40,Democrat,1
H4PA13199,"BOYLE, BRENDAN F",PA,BOYLE,BRENDAN,F,B001296,,41,,
H0TX06040,"BRADY, FRANK",TX,BRADY,FRANK,,B000755,1468,42,,
H6TX08100,"BRADY, KEVIN",TX,BRADY,KEVIN,,B000755,1468,42,,
H6TX08100,"BRADY, KEVIN PATRICK",TX,BRADY,KEVIN,PATRICK,B000755,1468,42,,
H8PA01153,"BRADY, ROBERT A",PA,BRADY,ROBERT,A,B001227,1469,43,,
H4VA07143,"BRAT, DAVID ALAN",VA,BRAT,DAVID,ALAN,B001290,2203,44,,
H4VA07143,"BRAT, DAVID ALAN MR.",VA,BRAT,DAVID,ALAN MR.,B001290,2203,44,,
H2OK01143,"BRIDENSTINE, JAMES FREDERICK",OK,BRIDENSTINE,JAMES,FREDERICK,B001283,2155,45,Republican,-1
H0AL05163,"BROOKS, MO",AL,BROOKS,MO,,B001274,1987,46,,
H2IN05082,"BROOKS, SUSAN MRS.",IN,BROOKS,SUSAN,MRS.,B001284,2129,47,,
H0FL08141,"BROWN, PRINCE",FL,BROWN,PRINCE,,B000911,132,48,Democrat,1
H0FL16011,"BROWN, JEAN ELLIOTT",FL,BROWN,JEAN,ELLIOTT,B000911,132,48,Democrat,1
H2FL03056,"BROWN, CORRINE",FL,BROWN,CORRINE,,B000911,132,48,Democrat,1
H4FL03045,"BROWN, ALVIN",FL,BROWN,ALVIN,,B000911,132,48,Democrat,1
H4FL03060,"BROWN, PRINCE",FL,BROWN,PRINCE,,B000911,132,48,Democrat,1
H4FL03078,"BROWN, JOHNNY M.",FL,BROWN,JOHNNY,M.,B000911,132,48,Democrat,1
H6FL01085,"BROWN, ANITRA NICOLE MS.",FL,BROWN,ANITRA,NICOLE MS.,B000911,132,48,Democrat,1
H6FL23014,"BROWN, ROBERT PAUL",FL,BROWN,ROBERT,PAUL,B000911,132,48,Democrat,1
H8FL19018,"BROWN, REED VANCE",FL,BROWN,REED,VANCE,B000911,132,48,Democrat,1
S0FL00403,"BROWN, CORRINE",FL,BROWN,CORRINE,,B000911,132,48,Democrat,1
H2OH03026,"BROWN, KATHRYN E",OH,BROWN,KATHRYN,E,B000944,136,49,,
H2OH03075,"BROWN, ROY",OH,BROWN,ROY,,B000944,136,49,,
H2OH03166,"BROWN, JEFF",OH,BROWN,JEFF,,B000944,136,49,,
H2OH06052,"BROWN, CHARLES ROBERT",OH,BROWN,CHARLES,ROBERT,B000944,136,49,,
H2OH09080,"BROWN, KENNY D",OH,BROWN,KENNY,D,B000944,136,49,,
H2OH13033,"BROWN, SHERROD",OH,BROWN,SHERROD,,B000944,136,49,,
H2OH13033,"BROWN, SHERROD CAMPBELL",OH,BROWN,SHERROD,CAMPBELL,B000944,136,49,,
H8OH12032,"BROWN, MARK P",OH,BROWN,MARK,P,B000944,136,49,,
H8OH12057,"BROWN, EDWARD S",OH,BROWN,EDWARD,S,B000944,136,49,,
H8OH13055,"BROWN, DEWEY DWIGHT",OH,BROWN,DEWEY,DWIGHT,B000944,136,49,,
S0OH00240,"BROWN, WARREN P",OH,BROWN,WARREN,P,B000944,136,49,,
S6OH00163,"BROWN, SHERROD",OH,BROWN,SHERROD,,B000944,136,49,,
H2CA00120,"BROWNLEY, JULIA",CA,BROWNLEY,JULIA,,B001285,2106,50,,
H6FL13148,"BUCHANAN, VERNON",FL,BUCHANAN,VERNON,,B001260,1840,51,,
H4CO04090,"BUCK, KENNETH R",CO,BUCK,KENNETH,R,B001297,,52,,
S0CO00237,"BUCK, KENNETH R",CO,BUCK,KENNETH,R,B001297,,52,,
H0IN08114,"BUCSHON, LARRY D",IN,BUCSHON,LARRY,D,B001275,2018,53,,
H0IN08114,"BUCSHON, LARRY D.",IN,BUCSHON,LARRY,D.,B001275,2018,53,,
H0TX20041,"BURGESS, JOHN",TX,BURGESS,JOHN,,B001248,1751,54,,
H2TX26093,"BURGESS, MICHAEL",TX,BURGESS,MICHAEL,,B001248,1751,54,,
H2TX26093,"BURGESS, MICHAEL C DR",TX,BURGESS,MICHAEL,C DR,B001248,1751,54,,
H2TX26093,"BURGESS, MICHAEL C DR.",TX,BURGESS,MICHAEL,C DR.,B001248,1751,54,,
H2TX26093,"BURGESS, MICHAEL C. DR.",TX,BURGESS,MICHAEL,C. DR.,B001248,1751,54,,
H2TX26093,"BURGESS, MICHAEL CLIFTON",TX,BURGESS,MICHAEL,CLIFTON,B001248,1751,54,,
H6TX11047,"BURGESS, JACK",TX,BURGESS,JACK,,B001248,1751,54,,
H2NC05074,"BURR, RICHARD",NC,BURR,RICHARD,,B001135,153,55,,
H2NC05074,"BURR, RICHARD M",NC,BURR,RICHARD,M,B001135,153,55,,
H2NC05074,"BURR, RICHARD MAUZE",NC,BURR,RICHARD,MAUZE,B001135,153,55,,
S4NC00089,"BURR, RICHARD",NC,BURR,RICHARD,,B001135,153,55,,
S4NC00089,"BURR, RICHARD M",NC,BURR,RICHARD,M,B001135,153,55,,
H2IL17071,"BUSTOS, CHERI",IL,BUSTOS,CHERI,,B001286,2127,56,,
H4NC01046,"BUTTERFIELD, G K",NC,BUTTERFIELD,G,K,B001251,1761,57,,
H4NC01046,"BUTTERFIELD, G. K.",NC,BUTTERFIELD,G.,K.,B001251,1761,57,,
H4AL01123,"BYRNE, BRADLEY ROBERTS",AL,BYRNE,BRADLEY,ROBERTS,B001289,2197,58,,
H2CA37023,"CALVERT, KEN",CA,CALVERT,KEN,,C000059,165,59,,
H2CA37023,"CALVERT, KENNETH S",CA,CALVERT,KENNETH,S,C000059,165,59,,
H2CA37023,"CALVERT, KENNETH S MR.",CA,CALVERT,KENNETH,S MR.,C000059,165,59,,
H2CA37023,"CALVERT, KENNETH STANTON",CA,CALVERT,KENNETH,STANTON,C000059,165,59,,
H2WA01054,"CANTWELL, MARIA",WA,CANTWELL,MARIA,,C000127,172,60,,
H2WA01054,"CANTWELL, MARIA E",WA,CANTWELL,MARIA,E,C000127,172,60,,
S8WA00194,"CANTWELL, MARIA",WA,CANTWELL,MARIA,,C000127,172,60,,
H0WV02138,"CAPITO, SHELLEY MOORE",WV,CAPITO,SHELLEY,MOORE,C001047,1676,61,,
H0WV02138,"CAPITO, SHELLEY MOORE MS.",WV,CAPITO,SHELLEY,MOORE MS.,C001047,1676,61,,
S4WV00159,"CAPITO, SHELLEY MOORE",WV,CAPITO,SHELLEY,MOORE,C001047,1676,61,,
S4WV00159,"CAPITO, SHELLEY MOORE MS",WV,CAPITO,SHELLEY,MOORE MS,C001047,1676,61,,
H8CA22089,"CAPPS, LOIS",CA,CAPPS,LOIS,,C001036,1471,62,Democrat,1
H8CA22089,"CAPPS, LOIS G",CA,CAPPS,LOIS,G,C001036,1471,62,Democrat,1
H8MA08071,"CAPUANO, MICHAEL E",MA,CAPUANO,MICHAEL,E,C001037,1564,63,,
H8MA08071,"CAPUANO, MICHAEL EVERETT",MA,CAPUANO,MICHAEL,EVERETT,C001037,1564,63,,
S0MA00117,"CAPUANO, MICHAEL E",MA,CAPUANO,MICHAEL,E,C001037,1564,63,,
H2CA28113,"CARDENAS, TONY",CA,CARDENAS,TONY,,C001097,2107,64,,
H6CA14114,"CARDENAS, ANGEL",CA,CARDENAS,ANGEL,,C001097,2107,64,,
S2CA00054,"CARDENAS, TOM",CA,CARDENAS,TOM,,C001097,2107,64,,
H6MD03177,"CARDIN, BENJAMIN L",MD,CARDIN,BENJAMIN,L,C000141,174,65,,
H6MD03177,"CARDIN, BENJAMIN LOUIS",MD,CARDIN,BENJAMIN,LOUIS,C000141,174,65,,
S6MD03177,"CARDIN, BENJAMIN L",MD,CARDIN,BENJAMIN,L,C000141,174,65,,
H0DE01017,"CARNEY, JOHN",DE,CARNEY,JOHN,,C001083,1999,66,Democrat,1
H0DE01017,"CARNEY, JOHN CHARLES JR",DE,CARNEY,JOHN,CHARLES JR,C001083,1999,66,Democrat,1
H2DE00023,"CARPER, THOMAS R",DE,CARPER,THOMAS,R,C000174,179,67,,
H2DE00023,"CARPER, THOMAS RICHARD",DE,CARPER,THOMAS,RICHARD,C000174,179,67,,
S8DE00079,"CARPER, THOMAS R",DE,CARPER,THOMAS,R,C000174,179,67,,
H8IN07184,"CARSON, ANDRE",IN,CARSON,ANDRE,,C001072,1889,68,,
H0GA02183,"CARTER, HANSON",GA,CARTER,HANSON,,C001103,,69,,
H0GA04072,"CARTER, LISBETH 'LIZ'",GA,CARTER,LISBETH,'LIZ',C001103,,69,,
H0GA08016,"CARTER, JAMES DARWIN",GA,CARTER,JAMES,DARWIN,C001103,,69,,
H4GA01039,"CARTER, EARL LEROY",GA,CARTER,EARL,LEROY,C001103,,69,,
H4GA01088,"CARTER, JAMES DARWIN",GA,CARTER,JAMES,DARWIN,C001103,,69,,
H2TX31044,"CARTER, JOHN",TX,CARTER,JOHN,,C001051,1752,70,,
H2TX31044,"CARTER, JOHN R.",TX,CARTER,JOHN,R.,C001051,1752,70,,
H2TX31044,"CARTER, JOHN R. REP.",TX,CARTER,JOHN,R. REP.,C001051,1752,70,,
H2TX31044,"CARTER, JOHN RICE",TX,CARTER,JOHN,RICE,C001051,1752,70,,
H6TX05080,"CARTER, THOMAS B",TX,CARTER,THOMAS,B,C001051,1752,70,,
H2PA17079,"CARTWRIGHT, MATT",PA,CARTWRIGHT,MATT,,C001090,2159,71,,
H2PA17079,"CARTWRIGHT, MATT MR",PA,CARTWRIGHT,MATT,MR,C001090,2159,71,,
H2PA17079,"CARTWRIGHT, MATTHEW A",PA,CARTWRIGHT,MATTHEW,A,C001090,2159,71,,
H6PA18037,"CASEY, ROBERT J.",PA,CASEY,ROBERT,J.,C001070,1828,72,,
H8PA10048,"CASEY, PATRICK RAYMOND",PA,CASEY,PATRICK,RAYMOND,C001070,1828,72,,
S6PA00217,"CASEY, ROBERT P JR",PA,CASEY,ROBERT,P JR,C001070,1828,72,,
H8LA00017,"CASSIDY, WILLIAM",LA,CASSIDY,WILLIAM,,C001075,1925,73,,
S4LA00107,"CASSIDY, WILLIAM",LA,CASSIDY,WILLIAM,,C001075,1925,73,,
S4LA00107,"CASSIDY, WILLIAM M",LA,CASSIDY,WILLIAM,M,C001075,1925,73,,
H6FL11126,"CASTOR, KATHY",FL,CASTOR,KATHY,,C001066,1839,74,,
S4FL00223,"CASTOR, BETTY",FL,CASTOR,BETTY,,C001066,1839,74,,
H2TX35011,"CASTRO, JOAQUIN MR.",TX,CASTRO,JOAQUIN,MR.,C001091,2163,75,,
H2TX35011,"CASTRO, JOAQUIN REP.",TX,CASTRO,JOAQUIN,REP.,C001091,2163,75,,
H8OH01043,"CHABOT, STEVE",OH,CHABOT,STEVE,,C000266,186,76,,
H8OH01043,"CHABOT, STEVEN J",OH,CHABOT,STEVEN,J,C000266,186,76,,
H8OH01043,"CHABOT, STEVEN JOSEPH",OH,CHABOT,STEVEN,JOSEPH,C000266,186,76,,
H8UT03089,"CHAFFETZ, JASON",UT,CHAFFETZ,JASON,,C001076,1956,77,Republican,-1
H0CA32101,"CHU, JUDY",CA,CHU,JUDY,,C001080,1970,78,,
H0CA32218,"CHU, BETTY",CA,CHU,BETTY,,C001080,1970,78,,
H0RI01073,"CICILLINE, DAVID N",RI,CICILLINE,DAVID,N,C001084,2055,79,,
H0MA04051,"CLARK, ARTHUR JOSEPH",MA,CLARK,ARTHUR,JOSEPH,C001101,2196,80,,
H0MA05090,"CLARK, ROBERT MICHAEL",MA,CLARK,ROBERT,MICHAEL,C001101,2196,80,,
H4MA05084,"CLARK, KATHERINE",MA,CLARK,KATHERINE,,C001101,2196,80,,
H0NY11045,"CLARKE, UNA S",NY,CLARKE,UNA,S,C001067,1864,81,,
H2NY06090,"CLARKE, REYNALDO",NY,CLARKE,REYNALDO,,C001067,1864,81,,
H4NY10072,"CLARKE, HARVEY R.",NY,CLARKE,HARVEY,R.,C001067,1864,81,,
H4NY11138,"CLARKE, YVETTE",NY,CLARKE,YVETTE,,C001067,1864,81,,
H4NY11138,"CLARKE, YVETTE D",NY,CLARKE,YVETTE,D,C001067,1864,81,,
H6NY03213,"CLARKE, JONATHAN CHARLES ESQ",NY,CLARKE,JONATHAN,CHARLES ESQ,C001067,1864,81,,
H4FL19074,"CLAWSON, CURTIS J",FL,CLAWSON,CURTIS,J,C001102,2200,82,Republican,-1
H4MO05234,"CLEAVER, EMANUEL II",MO,CLEAVER,EMANUEL,II,C001061,1790,84,,
H2SC02042,"CLYBURN, JAMES E",SC,CLYBURN,JAMES,E,C000537,208,85,,
H2SC02042,"CLYBURN, JAMES E (JIM)",SC,CLYBURN,JAMES,E (JIM),C000537,208,85,,
H2SC02042,"CLYBURN, JAMES E.",SC,CLYBURN,JAMES,E.,C000537,208,85,,
H0IN04022,"COATS, DANIEL R",IN,COATS,DANIEL,R,C000542,209,86,Republican,-1
H4IN09056,"COATS, D KEITH",IN,COATS,D,KEITH,C000542,209,86,Republican,-1
S0IN00053,"COATS, DANIEL R",IN,COATS,DANIEL,R,C000542,209,86,Republican,-1
S8MS00055,"COCHRAN, THAD",MS,COCHRAN,THAD,,C000567,213,87,Republican,-1
S8MS00055,"COCHRAN, WILLIAM THAD",MS,COCHRAN,WILLIAM,THAD,C000567,213,87,Republican,-1
H2CO00019,"COFFMAN, MIKE",CO,COFFMAN,MIKE,,C001077,1912,88,,
H8CO06138,"COFFMAN, MICHAEL",CO,COFFMAN,MICHAEL,,C001077,1912,88,,
H8CO06138,"COFFMAN, MIKE",CO,COFFMAN,MIKE,,C001077,1912,88,,
H8CO06138,"COFFMAN, MIKE REP.",CO,COFFMAN,MIKE,REP.,C001077,1912,88,,
H6TN09068,"COHEN, STEPHEN IRA",TN,COHEN,STEPHEN,IRA,C001068,1878,89,,
H6TN09068,"COHEN, STEVE I MR.",TN,COHEN,STEVE,I MR.,C001068,1878,89,,
H2OK04055,"COLE, TOM",OK,COLE,TOM,,C001053,1742,90,,
H2OK04055,"COLE, TOM JEFFERY",OK,COLE,TOM,JEFFERY,C001053,1742,90,,
H2OK04055,"COLE, TOM JEFFREY",OK,COLE,TOM,JEFFREY,C001053,1742,90,,
H8NY19116,"COLLINS, DICK",NY,COLLINS,DICK,,C001092,2151,91,,
H8NY29032,"COLLINS, CHRISTOPHER C",NY,COLLINS,CHRISTOPHER,C,C001092,2151,91,,
H0GA06044,"COLLINS, JOHN FRANK",GA,COLLINS,JOHN,FRANK,C001093,2121,92,,
H2GA03070,"COLLINS, MICHAEL",GA,COLLINS,MICHAEL,,C001093,2121,92,,
H2GA03070,"COLLINS, MICHAEL A",GA,COLLINS,MICHAEL,A,C001093,2121,92,,
H2GA03070,"COLLINS, MICHAEL ALLEN",GA,COLLINS,MICHAEL,ALLEN,C001093,2121,92,,
H2GA09150,"COLLINS, DOUGLAS ALLEN",GA,COLLINS,DOUGLAS,ALLEN,C001093,2121,92,,
H4GA10071,"COLLINS, MICHAEL A JR",GA,COLLINS,MICHAEL,A JR,C001093,2121,92,,
H4GA11103,"COLLINS, HAYDEN THOMAS JR",GA,COLLINS,HAYDEN,THOMAS JR,C001093,2121,92,,
H6GA04145,"COLLINS, LOREN",GA,COLLINS,LOREN,,C001093,2121,92,,
S4GA11053,"COLLINS, MICHAEL ALLEN (MAC)",GA,COLLINS,MICHAEL,ALLEN (MAC),C001093,2121,92,,
S6ME00159,"COLLINS, SUSAN M",ME,COLLINS,SUSAN,M,C001035,1541,93,,
H6KY01110,"COMER, JAMES",KY,COMER,JAMES,,C001108,,94,,
H4VA10089,"COMSTOCK, BARBARA J",VA,COMSTOCK,BARBARA,J,C001105,,95,,
H4VA10089,"COMSTOCK, BARBARA J HONORABLE",VA,COMSTOCK,BARBARA,J HONORABLE,C001105,,95,,
H4TX19136,"CONAWAY, K MICHAEL",TX,CONAWAY,K,MICHAEL,C001062,1805,96,,
H4TX19136,"CONAWAY, K. MICHAEL  HON.",TX,CONAWAY,K.,MICHAEL  HON.,C001062,1805,96,,
H4TX19136,"CONAWAY, K. MICHAEL HON.",TX,CONAWAY,K.,MICHAEL HON.,C001062,1805,96,,
H4TX19136,"CONAWAY, MICHAEL HONORABLE",TX,CONAWAY,MICHAEL,HONORABLE,C001062,1805,96,,
H8VA11062,"CONNOLLY, GERALD EDWARD",VA,CONNOLLY,GERALD,EDWARD,C001078,1959,97,,
H8VA11062,"CONNOLLY, GERRY",VA,CONNOLLY,GERRY,,C001078,1959,97,,
H4MI14182,"CONYERS, CHRISTINA",MI,CONYERS,CHRISTINA,,C000714,229,98,Democrat,1
H6MI01028,"CONYERS, JOHN J.",MI,CONYERS,JOHN,J.,C000714,229,98,Democrat,1
H6MI01028,"CONYERS, JOHN JR",MI,CONYERS,JOHN,JR,C000714,229,98,Democrat,1
H6MI01028,"CONYERS, JOHN JR.",MI,CONYERS,JOHN,JR.,C000714,229,98,Democrat,1
H2CA08164,"COOK, PAUL",CA,COOK,PAUL,,C001094,2103,99,,
H4CA43092,"COOK, BRANDON M",CA,COOK,BRANDON,M,C001094,2103,99,,
H8CA46096,"COOK, DEBBIE",CA,COOK,DEBBIE,,C001094,2103,99,,
S0DE00092,"COONS, CHRISTOPHER A",DE,COONS,CHRISTOPHER,A,C001088,1984,100,,
H2TN04027,"COOPER, JAMES H S",TN,COOPER,JAMES,H S,C000754,231,101,,
H2TN04027,"COOPER, JAMES H S (""JIM"")",TN,COOPER,JAMES,"H S (""JIM"")",C000754,231,101,,
H2TN04027,"COOPER, JAMES HAYES SHOFNER",TN,COOPER,JAMES,HAYES SHOFNER,C000754,231,101,,
H2TN05131,"COOPER, JAMES",TN,COOPER,JAMES,,C000754,231,101,,
H2TN05131,"COOPER, JAMES H S",TN,COOPER,JAMES,H S,C000754,231,101,,
H2TN05131,"COOPER, JAMES H. S.",TN,COOPER,JAMES,H. S.,C000754,231,101,,
H2TN05131,"COOPER, JAMES H.S.",TN,COOPER,JAMES,H.S.,C000754,231,101,,
H8TN04032,"COOPER, JERRY W",TN,COOPER,JERRY,W,C000754,231,101,,
S4TN00096,"COOPER, JIM",TN,COOPER,JIM,,C000754,231,101,,
S4TN00187,"CORKER, BOB",TN,CORKER,BOB,,C001071,1825,102,,
S6TN00216,"CORKER, ROBERT P JR",TN,CORKER,ROBERT,P JR,C001071,1825,102,,
S2TX00106,"CORNYN, JOHN",TX,CORNYN,JOHN,,C001056,1692,103,,
H4CA20082,"COSTA, JIM",CA,COSTA,JIM,,C001059,1774,104,,
H4CA20082,"COSTA, JIM MR.",CA,COSTA,JIM,MR.,C001059,1774,104,,
