CAND_ID,CAND_NAME,state,lname,fname,minitial,bioguide_id,thomas_id,NodeID,Party,Party_encode
S4AZ00063,"COPPERSMITH, SAMUEL G",AZ,COPPERSMITH,SAMUEL,G,,232,827,Democrat,1
H6IL15019,"CORCORAN, TOM",IL,CORCORAN,TOM,,,233,828,,
S4IL00032,"CORCORAN, TOM",IL,CORCORAN,TOM,,,233,828,,
H6CA21010,"CORMAN, JAMES C.",CA,CORMAN,JAMES,C.,,234,829,,
H6PR00041,"CORRADA, BALTASAR",PR,CORRADA,BALTASAR,,,237,830,,
S8NJ00327,"CORZINE, JON S",NJ,CORZINE,JON,S,,1630,831,,
S8NJ00327,"CORZINE, JON STEVENS",NJ,CORZINE,JON,STEVENS,,1630,831,,
H8IL21021,"COSTELLO, JERRY F",IL,COSTELLO,JERRY,F,,238,832,,
H6CT01032,"COTTER, WILLIAM R.",CT,COTTER,WILLIAM,R.,,239,833,,
H6PA13020,"COUGHLIN, LAWRENCE",PA,COUGHLIN,LAWRENCE,,,240,834,,
H6PA13020,"COUGHLIN, R LAWRENCE",PA,COUGHLIN,R,LAWRENCE,,240,834,,
H8NJ13023,"COURTER, JAMES A",NJ,COURTER,JAMES,A,,241,835,,
H8NJ13023,"COURTER, JIM",NJ,COURTER,JIM,,,241,835,,
S2GA00035,"COVERDELL, PAUL DOUGLAS",GA,COVERDELL,PAUL,DOUGLAS,,1310,836,,
H2CA49077,"COX, WEYMAN HILLARD ""SKIP"" II",CA,COX,WEYMAN,"HILLARD ""SKIP"" II",,242,838,,
H6CA19113,"COX, T J",CA,COX,T,J,,242,838,,
H8CA40057,"COX, C CHRISTOPHER",CA,COX,C,CHRISTOPHER,,242,838,,
H8CA40057,"COX, CHRISTOPHER",CA,COX,CHRISTOPHER,,,242,838,,
H8CA40057,"COX, CHRISTOPHER HON.",CA,COX,CHRISTOPHER,HON.,,242,838,,
S8CA00259,"COX, CHRISTOPHER",CA,COX,CHRISTOPHER,,,242,838,,
H0IL10161,"COX, JOHN H",IL,COX,JOHN,H,,243,839,,
H0IL16101,"COX, JOHN W COX JR",IL,COX,JOHN,W COX JR,,243,839,,
H0IL16101,"COX, JOHN W JR",IL,COX,JOHN,W JR,,243,839,,
H8IL15049,"COX, STEVE",IL,COX,STEVE,,,243,839,,
S0IL00188,"COX, JOHN H",IL,COX,JOHN,H,,243,839,,
H0PA08023,"COYNE, JAMES K",PA,COYNE,JAMES,K,,244,840,,
H0PA08023,"COYNE, JAMES R",PA,COYNE,JAMES,R,,244,840,,
H0PA14039,"COYNE, WILLIAM J",PA,COYNE,WILLIAM,J,,245,841,,
H0ID01030,"CRAIG, LARRY E",ID,CRAIG,LARRY,E,,246,842,,
S0ID00057,"CRAIG, LARRY E",ID,CRAIG,LARRY,E,,246,842,,
H0AL05049,"CRAMER, ROBERT E ""BUD""",AL,CRAMER,ROBERT,"E ""BUD""",,247,843,,
H0AL05049,"CRAMER, ROBERT E ""BUD"" JR",AL,CRAMER,ROBERT,"E ""BUD"" JR",,247,843,,
H0AL05049,"CRAMER, ROBERT E (BUD) JR",AL,CRAMER,ROBERT,E (BUD) JR,,247,843,,
H0AL05049,"CRAMER, ROBERT E JR",AL,CRAMER,ROBERT,E JR,,247,843,,
H0AL05049,"CRAMER, ROBERT EDWARD ""BUD"" JR",AL,CRAMER,ROBERT,"EDWARD ""BUD"" JR",,247,843,,
H0AL05049,"CRAMER, ROBERT EDWARD BUD JR",AL,CRAMER,ROBERT,EDWARD BUD JR,,247,843,,
H8IL22052,"CRANE, DANIEL B",IL,CRANE,DANIEL,B,,248,844,,
H6IL12016,"CRANE, PHILIP M",IL,CRANE,PHILIP,M,,249,845,,
H6IL12016,"CRANE, PHILIP MILLER",IL,CRANE,PHILIP,MILLER,,249,845,,
S6IL00110,"CRANE, PHILIP M",IL,CRANE,PHILIP,M,,249,845,,
S4CA00019,"CRANSTON, ALAN",CA,CRANSTON,ALAN,,,1311,846,,
S4CA00019,"CRANSTON, ALAN SENATOR",CA,CRANSTON,ALAN,SENATOR,,1311,846,,
H0MN08115,"CRAVAACK, CHIP",MN,CRAVAACK,CHIP,,,2031,847,Republican,-1
H0MN08115,"CRAVAACK, RAYMOND J MR.",MN,CRAVAACK,RAYMOND,J MR.,,2031,847,Republican,-1
H4OH06033,"CREMEANS, FRANK A",OH,CREMEANS,FRANK,A,,251,848,,
S0OH00091,"CREMEANS, FRANK ARNOLD",OH,CREMEANS,FRANK,ARNOLD,,251,848,,
H0PA12132,"CRITZ, MARK",PA,CRITZ,MARK,,,1977,849,Democrat,1
H0MI13075,"CROCKETT, GEO WILLIAM JR",MI,CROCKETT,GEO,WILLIAM JR,,252,850,,
H0MI13075,"CROCKETT, GEORGE W JR",MI,CROCKETT,GEORGE,W JR,,252,850,,
H0MI13075,"CROCKETT, GEORGE WILLIAM JR",MI,CROCKETT,GEORGE,WILLIAM JR,,252,850,,
H4WY00055,"CUBIN, BARBARA L",WY,CUBIN,BARBARA,L,,254,851,,
H4WY00055,"CUBIN, BARBARA LYNN",WY,CUBIN,BARBARA,LYNN,,254,851,,
S4IA00012,"CULVER, JOHN C.",IA,CULVER,JOHN,C.,,255,852,,
H0CA45012,"CUNNINGHAM, RANDY",CA,CUNNINGHAM,RANDY,,,258,853,,
H0CA45012,"CUNNINGHAM, RANDY ""DUKE""",CA,CUNNINGHAM,RANDY,"""DUKE""",,258,853,,
H0CA45012,"CUNNINGHAM, RANDY DUKE",CA,CUNNINGHAM,RANDY,DUKE,,258,853,,
H2MI11190,"CURSON, DAVID ",MI,CURSON,DAVID,,,2095,854,,
S0NY00048,"D'AMATO, ALFONSE M",NY,D'AMATO,ALFONSE,M,,1313,855,,
H6NH01032,"D'AMOURS, NORMAN E",NH,D'AMOURS,NORMAN,E,,259,856,,
S4NH00013,"D'AMOURS, NORMAN E",NH,D'AMOURS,NORMAN,E,,259,856,,
H8PA03084,"DAHLKEMPER, KATHLEEN",PA,DAHLKEMPER,KATHLEEN,,,1951,857,Democrat,1
H8PA03084,"DAHLKEMPER, KATHLEEN ANN",PA,DAHLKEMPER,KATHLEEN,ANN,,1951,857,Democrat,1
S6MO00024,"DANFORTH, JOHN C",MO,DANFORTH,JOHN,C,,1314,858,,
S6MO00024,"DANFORTH, JOHN CLAGGETT",MO,DANFORTH,JOHN,CLAGGETT,,1314,858,,
H6VA04038,"DANIEL, ROBERT W JR",VA,DANIEL,ROBERT,W JR,,260,859,,
H6VA05019,"DANIEL, DAN HON",VA,DANIEL,DAN,HON,,260,859,,
H6VA05019,"DANIEL, DAN HONORABLE",VA,DANIEL,DAN,HONORABLE,,260,859,,
H4CA30024,"DANIELSON, GLADYS C ""CANDY""",CA,DANIELSON,GLADYS,"C ""CANDY""",,263,861,,
H6CA30029,"DANIELSON, GEORGE E",CA,DANIELSON,GEORGE,E,,263,861,,
H8CA39026,"DANNEMEYER, WILLIAM E",CA,DANNEMEYER,WILLIAM,E,,264,862,,
S2CA00328,"DANNEMEYER, WILLIAM E",CA,DANNEMEYER,WILLIAM,E,,264,862,,
S6CA00188,"DANNEMEYER, WILLIAM EDWIN",CA,DANNEMEYER,WILLIAM,EDWIN,,264,862,,
H0MO06081,"DANNER, STEVE",MO,DANNER,STEVE,,,265,863,,
H2MO06061,"DANNER, LAVON",MO,DANNER,LAVON,,,265,863,,
H6MO06039,"DANNER, PAT",MO,DANNER,PAT,,,265,863,,
H6MO06039,"DANNER, PAT (PATSY ANN)",MO,DANNER,PAT,(PATSY ANN),,265,863,,
H6MO06039,"DANNER, PATSY ANN",MO,DANNER,PATSY,ANN,,265,863,,
H6MO06039,"DANNER, PATSY ANN (PAT)",MO,DANNER,PATSY,ANN (PAT),,265,863,,
H4GA07135,"DARDEN, GEORGE (BUDDY)",GA,DARDEN,GEORGE,(BUDDY),,266,864,,
H4GA07135,"DARDEN, GEORGE W (BUDDY)",GA,DARDEN,GEORGE,W (BUDDY),,266,864,,
H4GA07135,"DARDEN, GEORGE W (BUDDY) III",GA,DARDEN,GEORGE,W (BUDDY) III,,266,864,,
H4GA07135,"DARDEN, GEORGE W III",GA,DARDEN,GEORGE,W III,,266,864,,
H4GA07135,"DARDEN, GEORGE W III (BUDDY",GA,DARDEN,GEORGE,W III (BUDDY,,266,864,,
H8SD01014,"DASCHLE, THOMAS ANDREW",SD,DASCHLE,THOMAS,ANDREW,,267,865,,
S6SD00028,"DASCHLE, THOMAS A",SD,DASCHLE,THOMAS,A,,267,865,,
S6SD00028,"DASCHLE, THOMAS ANDREW",SD,DASCHLE,THOMAS,ANDREW,,267,865,,
H8NE02022,"DAUB, HAL",NE,DAUB,HAL,,,268,866,,
S8NE00042,"DAUB, HAL",NE,DAUB,HAL,,,268,866,,
H0AL07060,"DAVIS, ARTUR  G",AL,DAVIS,ARTUR, G,,1705,867,Democrat,1
H0AL07060,"DAVIS, ARTUR G",AL,DAVIS,ARTUR,G,,1705,867,Democrat,1
H0AL07060,"DAVIS, ARTUR GENESTRE",AL,DAVIS,ARTUR,GENESTRE,,1705,867,Democrat,1
S4AL00083,"DAVIS, S D ""YANA""",AL,DAVIS,S,"D ""YANA""",,1705,867,Democrat,1
S6AL00153,"DAVIS, NATALIE M",AL,DAVIS,NATALIE,M,,1705,867,Democrat,1
H0TN09020,"DAVIS, AARON C",TN,DAVIS,AARON,C,,1877,868,Republican,-1
H0TN09020,"DAVIS, AARON COVIE",TN,DAVIS,AARON,COVIE,,1877,868,Republican,-1
H2TN07053,"DAVIS, DAVID RANDALL DR",TN,DAVIS,DAVID,RANDALL DR,,1877,868,Republican,-1
H4TN03017,"DAVIS, JOHN E",TN,DAVIS,JOHN,E,,1877,868,Republican,-1
H6TN01131,"DAVIS, DAVID LEE",TN,DAVIS,DAVID,LEE,,1877,868,Republican,-1
H6TN01313,"DAVIS, DAVE",TN,DAVIS,DAVE,,,1877,868,Republican,-1
H6TN01313,"DAVIS, DAVID",TN,DAVIS,DAVID,,,1877,868,Republican,-1
H6TN06122,"DAVIS, DAVID R.",TN,DAVIS,DAVID,R.,,1877,868,Republican,-1
S2TN00082,"DAVIS, GARY GENE",TN,DAVIS,GARY,GENE,,1877,868,Republican,-1
H2KY04071,"DAVIS, GEOFFREY C",KY,DAVIS,GEOFFREY,C,,1784,869,Republican,-1
H2KY04071,"DAVIS, GEOFFREY C.",KY,DAVIS,GEOFFREY,C.,,1784,869,Republican,-1
H6IL04062,"DAVIS, JACK",IL,DAVIS,JACK,,,270,870,,
H2FL04013,"DAVIS, DAVID LEE",FL,DAVIS,DAVID,LEE,,1478,871,Democrat,1
H2FL07099,"DAVIS, ROY D",FL,DAVIS,ROY,D,,1478,871,Democrat,1
H2FL18021,"DAVIS, MAGDA MONTIEL",FL,DAVIS,MAGDA,MONTIEL,,1478,871,Democrat,1
H4FL03052,"DAVIS, KINGSLEY D",FL,DAVIS,KINGSLEY,D,,1478,871,Democrat,1
H6FL00087,"DAVIS, JAMES OSCAR III",FL,DAVIS,JAMES,OSCAR III,,1478,871,Democrat,1
H6FL00087,"DAVIS, JIM",FL,DAVIS,JIM,,,1478,871,Democrat,1
H6FL02141,"DAVIS, ANITA L",FL,DAVIS,ANITA,L,,1478,871,Democrat,1
H8FL24042,"DAVIS, JASON P",FL,DAVIS,JASON,P,,1478,871,Democrat,1
H8FL24042,"DAVIS, JASON PAUL",FL,DAVIS,JASON,PAUL,,1478,871,Democrat,1
H0VA01052,"DAVIS, JO ANN S",VA,DAVIS,JO,ANN S,,1672,872,,
H0VA01052,"DAVIS, JO ANN S.",VA,DAVIS,JO,ANN S.,,1672,872,,
H4VA09040,"DAVIS, SETH A.",VA,DAVIS,SETH,A.,,1672,872,,
H8VA01063,"DAVIS, CHARLES E II II",VA,DAVIS,CHARLES,E II II,,1672,872,,
S2VA00092,"DAVIS, RICHARD J",VA,DAVIS,RICHARD,J,,1672,872,,
H4TN06051,"DAVIS, LINCOLN",TN,DAVIS,LINCOLN,,,1747,873,,
H4TN06051,"DAVIS, LINCOLN EDWARD",TN,DAVIS,LINCOLN,EDWARD,,1747,873,,
H2SC03016,"DAVIS, GORDON T",SC,DAVIS,GORDON,T,,272,874,,
H6SC01037,"DAVIS, MENDEL J",SC,DAVIS,MENDEL,J,,272,874,,
H6SC01078,"DAVIS, MENDEL JACKSON",SC,DAVIS,MENDEL,JACKSON,,272,874,,
S4SC00075,"DAVIS, STEPHEN A",SC,DAVIS,STEPHEN,A,,272,874,,
H0MI07093,"DAVIS, DANNY EDWARD",MI,DAVIS,DANNY,EDWARD,,273,875,,
H2MI06034,"DAVIS, ANDREW DOUGLAS",MI,DAVIS,ANDREW,DOUGLAS,,273,875,,
H8MI11031,"DAVIS, ROBERT W",MI,DAVIS,ROBERT,W,,273,875,,
H8MI11031,"DAVIS, ROBERT WILLIAM",MI,DAVIS,ROBERT,WILLIAM,,273,875,,
H4VA11020,"DAVIS, THOMAS M",VA,DAVIS,THOMAS,M,,274,876,,
H4VA11020,"DAVIS, THOMAS M III",VA,DAVIS,THOMAS,M III,,274,876,,
S8VA00248,"DAVIS, THOMAS M",VA,DAVIS,THOMAS,M,,274,876,,
S2MN00027,"DAYTON, MARK",MN,DAYTON,MARK,,,1629,878,,
S2MN00027,"DAYTON, MARK B",MN,DAYTON,MARK,B,,1629,878,,
S6AZ00027,"DECONCINI, DENNIS",AZ,DECONCINI,DENNIS,,,1315,879,,
S6AZ00027,"DECONCINI, DENNIS SENATOR",AZ,DECONCINI,DENNIS,SENATOR,,1315,879,,
H4TX22023,"DELAY, THOMAS DALE",TX,DELAY,THOMAS,DALE,,282,880,,
H4TX22023,"DELAY, TOM",TX,DELAY,TOM,,,282,880,,
H8SC04060,"DEMINT, JAMES W",SC,DEMINT,JAMES,W,,1605,881,,
H8SC04060,"DEMINT, JAMES WARREN",SC,DEMINT,JAMES,WARREN,,1605,881,,
S4SC00083,"DEMINT, JAMES W",SC,DEMINT,JAMES,W,,1605,881,,
H0CT03056,"DENARDIS, LAWRENCE J",CT,DENARDIS,LAWRENCE,J,,285,882,,
H2OH07027,"DEWINE, MICHAEL",OH,DEWINE,MICHAEL,,,293,883,,
H2OH07027,"DEWINE, MIKE",OH,DEWINE,MIKE,,,293,883,,
H2OH07027,"DEWINE, RICHARD MICHAEL",OH,DEWINE,RICHARD,MICHAEL,,293,883,,
H6OH02078,"DEWINE, R. PAT",OH,DEWINE,R.,PAT,,293,883,,
S2OH00113,"DEWINE, MIKE",OH,DEWINE,MIKE,,,293,883,,
S2OH00113,"DEWINE, R MICHAEL",OH,DEWINE,R,MICHAEL,,293,883,,
S2OH00113,"DEWINE, RICHARD MICHAEL",OH,DEWINE,RICHARD,MICHAEL,,293,883,,
H2GA09036,"DEAL, NATHAN",GA,DEAL,NATHAN,,,277,884,,
H8IN08026,"DECKARD, JOEL",IN,DECKARD,JOEL,,,278,885,,
H2MA11060,"DELAHUNT, WILLIAM D",MA,DELAHUNT,WILLIAM,D,,1480,886,,
H6CA08041,"DELLUMS, RONALD V",CA,DELLUMS,RONALD,V,,284,888,,
S0AL00016,"DENTON, JEREMIAH A",AL,DENTON,JEREMIAH,A,,1316,889,,
H6SC03025,"DERRICK, BUTLER",SC,DERRICK,BUTLER,,,289,890,,
H6SC03025,"DERRICK, BUTLER C",SC,DERRICK,BUTLER,C,,289,890,,
H6SC03025,"DERRICK, BUTLER C JR",SC,DERRICK,BUTLER,C JR,,289,890,,
H6SC03025,"DERRICK, BUTLER CARSON JR",SC,DERRICK,BUTLER,CARSON JR,,289,890,,
H6IL04021,"DERWINSKI, EDWARD J",IL,DERWINSKI,EDWARD,J,,290,891,,
H2FL16041,"DEUTSCH, PETER",FL,DEUTSCH,PETER,,,291,892,Democrat,1
H2FL16041,"DEUTSCH, PETER R",FL,DEUTSCH,PETER,R,,291,892,Democrat,1
H2FL16041,"DEUTSCH, PETER RUSSELL",FL,DEUTSCH,PETER,RUSSELL,,291,892,Democrat,1
S4FL00207,"DEUTSCH, PETER",FL,DEUTSCH,PETER,,,291,892,Democrat,1
H6OH12028,"DEVINE, SAMUEL LEEPER",OH,DEVINE,SAMUEL,LEEPER,,292,893,,
H2FL19037,"DIAZ-BALART, LINCOLN",FL,DIAZ-BALART,LINCOLN,,,294,894,Republican,-1
H2AR04067,"DICKEY, JAY W JR",AR,DICKEY,JAY,W JR,,295,895,,
H2AR04067,"DICKEY, JAY WOODSON JR",AR,DICKEY,JAY,WOODSON JR,,295,895,,
S6AR00116,"DICKEY, JAY",AR,DICKEY,JAY,,,295,895,,
H6AL02050,"DICKINSON, WILLIAM LOUIS",AL,DICKINSON,WILLIAM,LOUIS,,296,896,,
H6WA06021,"DICKS, NORM D",WA,DICKS,NORM,D,,297,897,,
H6WA06021,"DICKS, NORMAN D",WA,DICKS,NORMAN,D,,297,897,,
H6WA06021,"DICKS, NORMAN DEVALOIS",WA,DICKS,NORMAN,DEVALOIS,,297,897,,
H6WA06021,"DICKS, NORMAN DUBOIS",WA,DICKS,NORMAN,DUBOIS,,297,897,,
H6MI13023,"DIGGS, CHARLES C JR",MI,DIGGS,CHARLES,C JR,,298,898,,
H6MI15119,"DIGGS, DOUGLASS JOHNSTON",MI,DIGGS,DOUGLASS,JOHNSTON,,298,898,,
H6MI16034,"DINGELL, JOHN D",MI,DINGELL,JOHN,D,,299,899,,
H6MI16034,"DINGELL, JOHN D MR.",MI,DINGELL,JOHN,D MR.,,299,899,,
H6MI16034,"DINGELL, JOHN D.",MI,DINGELL,JOHN,D.,,299,899,,
H6MI16034,"DINGELL, JOHN D. MR.",MI,DINGELL,JOHN,D. MR.,,299,899,,
H4NY20055,"DIOGUARDI, JOSEPH J",NY,DIOGUARDI,JOSEPH,J,,300,900,,
S0NY00287,"DIOGUARDI, JOSEPH J",NY,DIOGUARDI,JOSEPH,J,,300,900,,
H0IL07118,"DIXON, SHARON DENISE",IL,DIXON,SHARON,DENISE,,1317,901,,
H0IL16119,"DIXON, JAMES E",IL,DIXON,JAMES,E,,1317,901,,
H6IL07230,"DIXON, TOIETTA",IL,DIXON,TOIETTA,,,1317,901,,
S0IL00030,"DIXON, ALAN J",IL,DIXON,ALAN,J,,1317,901,,
H8CA28029,"DIXON, JULIAN C",CA,DIXON,JULIAN,C,,301,902,,
H8CA28029,"DIXON, JULIAN C.",CA,DIXON,JULIAN,C.,,301,902,,
H8CA28029,"DIXON, JULIAN CAREY",CA,DIXON,JULIAN,CAREY,,301,902,,
H0HI01157,"DJOU, CHARLES K",HI,DJOU,CHARLES,K,,1978,903,Republican,-1
H0HI01157,"DJOU, CHARLES KONG",HI,DJOU,CHARLES,KONG,,1978,903,Republican,-1
S0CT00037,"DODD, CHRISTOPHER J",CT,DODD,CHRISTOPHER,J,,302,904,,
S0CT00037,"DODD, CHRISTOPHER JOHN",CT,DODD,CHRISTOPHER,JOHN,,302,904,,
S2NC00083,"DOLE, ELIZABETH",NC,DOLE,ELIZABETH,,,1698,905,,
S2NC00083,"DOLE, ELIZABETH H",NC,DOLE,ELIZABETH,H,,1698,905,,
S4KS00010,"DOLE, ROBERT",KS,DOLE,ROBERT,,,1318,906,,
S4KS00010,"DOLE, ROBERT J",KS,DOLE,ROBERT,J,,1318,906,,
S8NM00010,"DOMENICI, PETE",NM,DOMENICI,PETE,,,1319,907,,
S8NM00010,"DOMENICI, PETE V",NM,DOMENICI,PETE,V,,1319,907,,
S8NM00010,"DOMENICI, PETE V UNITED STATES SENATOR",NM,DOMENICI,PETE,V UNITED STATES SENATOR,,1319,907,,
H0MA01040,"DONNELLY, JEFFERY PAUL",MA,DONNELLY,JEFFERY,PAUL,,304,908,,
H8MA11018,"DONNELLY, BRIAN",MA,DONNELLY,BRIAN,,,304,908,,
H8MA11018,"DONNELLY, BRIAN J",MA,DONNELLY,BRIAN,J,,304,908,,
H0CA17045,"DOOLEY, CALVIN",CA,DOOLEY,CALVIN,,,306,909,Democrat,1
H0CA17045,"DOOLEY, CALVIN M",CA,DOOLEY,CALVIN,M,,306,909,Democrat,1
H0CA17094,"DOOLEY, CAROLE",CA,DOOLEY,CAROLE,,,306,909,Democrat,1
H0CA14042,"DOOLITTLE, JOHN",CA,DOOLITTLE,JOHN,,,307,910,,
H0CA14042,"DOOLITTLE, JOHN T",CA,DOOLITTLE,JOHN,T,,307,910,,
H0CA14042,"DOOLITTLE, JOHN T REP",CA,DOOLITTLE,JOHN,T REP,,307,910,,
H0ND00036,"DORGAN, BYRON L",ND,DORGAN,BYRON,L,,308,911,,
H0ND00036,"DORGAN, BYRON L CONGRESSMAN",ND,DORGAN,BYRON,L CONGRESSMAN,,308,911,,
S2ND00040,"DORGAN, BYRON L",ND,DORGAN,BYRON,L,,308,911,,
H0CA48040,"DORNAN, MARK DOUGLAS",CA,DORNAN,MARK,DOUGLAS,,310,912,,
H6CA27124,"DORNAN, ROBERT K",CA,DORNAN,ROBERT,K,,310,912,,
H6CA27124,"DORNAN, ROBERT K.",CA,DORNAN,ROBERT,K.,,310,912,,
H6CA27124,"DORNAN, ROBERT KENNETH",CA,DORNAN,ROBERT,KENNETH,,310,912,,
H6CA27124,"DORNAN, ROBERT KENNETH HON",CA,DORNAN,ROBERT,KENNETH HON,,310,912,,
S2CA00062,"DORNAN, ROBERT K HON",CA,DORNAN,ROBERT,K HON,,310,912,,
H2PA02121,"DOUGHERTY, THOMAS G",PA,DOUGHERTY,THOMAS,G,,311,913,,
H8PA04017,"DOUGHERTY, CHARLES F",PA,DOUGHERTY,CHARLES,F,,311,913,,
H8PA04017,"DOUGHERTY, CHARLES FRANCIS",PA,DOUGHERTY,CHARLES,FRANCIS,,311,913,,
H8NH02036,"DOUGLAS, CHARLES G III",NH,DOUGLAS,CHARLES,G III,,312,914,,
H2MS04019,"DOWDY, C WAYNE",MS,DOWDY,C,WAYNE,,313,915,,
H2MS04019,"DOWDY, CHARLES WAYNE",MS,DOWDY,CHARLES,WAYNE,,313,915,,
S8MS00188,"DOWDY, WAYNE",MS,DOWDY,WAYNE,,,313,915,,
H6NY02025,"DOWNEY, THOMAS J",NY,DOWNEY,THOMAS,J,,314,916,,
H4VA02037,"DRAKE, THELMA",VA,DRAKE,THELMA,,,1808,917,,
H4VA02037,"DRAKE, THELMA D",VA,DRAKE,THELMA,D,,1808,917,,
H4VA02037,"DRAKE, THELMA D.",VA,DRAKE,THELMA,D.,,1808,917,,
H8CA35032,"DREIER, DAVID",CA,DREIER,DAVID,,,317,918,,
H8CA35032,"DREIER, DAVID T",CA,DREIER,DAVID,T,,317,918,,
H8OH01068,"DRIEHAUS, STEVEN LEO",OH,DRIEHAUS,STEVEN,LEO,,1946,919,Democrat,1
H6MA04025,"DRINAN, ROBERT F.",MA,DRINAN,ROBERT,F.,,318,920,,
H6OR03015,"DUNCAN, ROBERT BLACKFORD",OR,DUNCAN,ROBERT,BLACKFORD,,323,922,,
H2WA08075,"DUNN, JENNIFER",WA,DUNN,JENNIFER,,,324,923,,
H2WA08075,"DUNN, JENNIFER B",WA,DUNN,JENNIFER,B,,324,923,,
H0MI06020,"DUNN, JAMES W JR",MI,DUNN,JAMES,W JR,,325,924,,
H0MI06020,"DUNN, JIM",MI,DUNN,JIM,,,325,924,,
H0MI10105,"DUNN, JIM",MI,DUNN,JIM,,,325,924,,
H2MI14012,"DUNN, HAROLD",MI,DUNN,HAROLD,,,325,924,,
H2MI14012,"DUNN, HAROLD H.",MI,DUNN,HAROLD,H.,,325,924,,
S4MI00025,"DUNN, JAMES WHITNEY JR",MI,DUNN,JAMES,WHITNEY JR,,325,924,,
S4MI00025,"DUNN, JIM",MI,DUNN,JIM,,,325,924,,
S8MN00131,"DURENBERGER, DAVE",MN,DURENBERGER,DAVE,,,1321,925,,
S8MN00131,"DURENBERGER, DAVID",MN,DURENBERGER,DAVID,,,1321,925,,
S4NH00039,"DURKIN, JOHN ANTHONY",NH,DURKIN,JOHN,ANTHONY,,1322,926,,
H0NJ13152,"DWYER, HENRIETTA",NJ,DWYER,HENRIETTA,,,327,927,,
H0NJ15058,"DWYER, BERNARD J",NJ,DWYER,BERNARD,J,,327,927,,
H0CA31020,"DYMALLY, MERVYN M",CA,DYMALLY,MERVYN,M,,328,928,,
H2CA37205,"DYMALLY, LYNN V",CA,DYMALLY,LYNN,V,,328,928,,
H2MD04059,"DYSON, MICHELE",MD,DYSON,MICHELE,,,329,929,,
H6MD01015,"DYSON, ROY",MD,DYSON,ROY,,,329,929,,
H6MD01015,"DYSON, ROY CONGRESSMAN",MD,DYSON,ROY,CONGRESSMAN,,329,929,,
S4MO00011,"EAGLETON, THOMAS F.",MO,EAGLETON,THOMAS,F.,,1323,930,,
H6MA03043,"EARLY, JOSEPH D",MA,EARLY,JOSEPH,D,,330,931,,
H6MA03043,"EARLY, JOSEPH D HON",MA,EARLY,JOSEPH,D HON,,330,931,,
H6MA03043,"EARLY, JOSEPH DANIEL",MA,EARLY,JOSEPH,DANIEL,,330,931,,
S0NC00020,"EAST, JOHN P.",NC,EAST,JOHN,P.,,1324,932,,
H0OH22012,"ECKART, DENNIS E",OH,ECKART,DENNIS,E,,331,933,,
H0OH22012,"ECKART, DENNIS EDWARD",OH,ECKART,DENNIS,EDWARD,,331,933,,
H4NY30013,"ECKERT, FRED J",NY,ECKERT,FRED,J,,332,934,,
H6TX08027,"ECKHARDT, ROBERT",TX,ECKHARDT,ROBERT,,,333,935,,
H6PA07022,"EDGAR, BOB (ROBERT W EDGAR)",PA,EDGAR,BOB,(ROBERT W EDGAR),,334,936,,
H6PA07022,"EDGAR, ROBERT WILLIAM",PA,EDGAR,ROBERT,WILLIAM,,334,936,,
S6PA00175,"EDGAR, BOB",PA,EDGAR,BOB,,,334,936,,
S6PA00175,"EDGAR, ROBERT W",PA,EDGAR,ROBERT,W,,334,936,,
H0TX18060,"EDWARDS, AL",TX,EDWARDS,AL,,,335,937,,
H8TX06035,"EDWARDS, CHET",TX,EDWARDS,CHET,,,335,937,,
H8TX06035,"EDWARDS, THOMAS C. (CHET)",TX,EDWARDS,THOMAS,C. (CHET),,335,937,,
H8TX06035,"EDWARDS, THOMAS CHESTER",TX,EDWARDS,THOMAS,CHESTER,,335,937,,
H2CA27164,"EDWARDS, MARGARET L",CA,EDWARDS,MARGARET,L,,336,938,,
H4CA34075,"EDWARDS, ADRIENNE NICOLE",CA,EDWARDS,ADRIENNE,NICOLE,,336,938,,
H4CA53091,"EDWARDS, JOHN R",CA,EDWARDS,JOHN,R,,336,938,,
H6CA10013,"EDWARDS, DON",CA,EDWARDS,DON,,,336,938,,
H6CA34229,"EDWARDS, ADRIENNE NICOLE",CA,EDWARDS,ADRIENNE,NICOLE,,336,938,,
H8CA05118,"EDWARDS, KAREN",CA,EDWARDS,KAREN,,,336,938,,
H6AL01011,"EDWARDS, WILLIAM JACKSON III",AL,EDWARDS,WILLIAM,JACKSON III,,337,939,,
S8NC00122,"EDWARDS, JOHN R",NC,EDWARDS,JOHN,R,,1573,940,Democrat,1
H2OK05029,"EDWARDS, ROY V",OK,EDWARDS,ROY,V,,338,941,,
H6OK05038,"EDWARDS, MARVIN H ""MICKEY""",OK,EDWARDS,MARVIN,"H ""MICKEY""",,338,941,,
H6OK05038,"EDWARDS, MARVIN H (MICKY)",OK,EDWARDS,MARVIN,H (MICKY),,338,941,,
H6OK05038,"EDWARDS, MICKEY",OK,EDWARDS,MICKEY,,,338,941,,
S2OK00053,"EDWARDS, ROY",OK,EDWARDS,ROY,,,338,941,,
H4MI03045,"EHLERS, VERNON J",MI,EHLERS,VERNON,J,,339,942,,
H4MI03045,"EHLERS, VERNON JAMES",MI,EHLERS,VERNON,JAMES,,339,942,,
H4MD02059,"EHRLICH, ROBERT LEROY JR",MD,EHRLICH,ROBERT,LEROY JR,,340,943,Republican,-1
