name,bioguide_id,state,Freq_x,thomas_id,Freq_y,NId
"Evans, Melvin H.",,VI,,00362,258.0,965
"Evans, Thomas B., Jr.",,DE,,00363,362.0,966
"Everett, Terry",,AL,,00364,1043.0,967
"Ewing, Thomas W.",,IL,,00366,1109.0,968
"Exon, J. James",,NE,,01328,1913.0,969
"Faircloth, Lauch",,NC,,01329,626.0,970
"Faleomavaega, Eni F. H.",,AS,,00367,3726.0,971
"Fallin, Mary",,OK,,01872,601.0,972
"Fary, John G.",,IL,,00369,313.0,973
"Fascell, Dante B.",,FL,,00370,2420.0,974
"Fauntroy, Walter E.",,DC,,00372,4071.0,975
"Fawell, Harris W.",,IL,,00373,2040.0,976
"Fazio, Vic",,CA,,00374,5923.0,977
"Feeney, Tom",,FL,,01716,1008.0,978
"Feighan, Edward F.",,OH,,00375,2494.0,979
"Feingold, Russell D.",,WI,,01331,2461.0,980
"Fenwick, Millicent H.",,NJ,,00376,718.0,981
"Ferguson, Mike",,NJ,,01659,839.0,982
"Ferraro, Geraldine A.",,NY,,00377,994.0,983
"Fiedler, Bobbi",,CA,,00378,472.0,984
"Fields, Cleo",,LA,,00379,232.0,985
"Fields, Jack",,TX,,00380,1883.0,986
"Filner, Bob",,CA,,00381,7319.0,987
"Findley, Paul",,IL,,00382,464.0,988
"Fingerhut, Eric D.",,OH,,00383,336.0,989
"Fish, Hamilton, Jr.",,NY,,00384,4637.0,990
"Fisher, Joesph L.",,VA,,00385,183.0,991
"Fithian, Floyd J.",,IN,,00387,405.0,992
"Fitzgerald, Peter",,IL,,01571,507.0,993
"Flake, Floyd H.",,NY,,00388,1379.0,994
"Flanagan, Michael Patrick",,IL,,00389,150.0,995
"Fletcher, Ernie",,KY,,01563,482.0,996
"Flippo, Ronnie G.",,AL,,00390,1236.0,997
"Flood, Daniel J.",,PA,,00391,222.0,998
"Florio, James J.",,NJ,,00392,2015.0,999
"Foglietta, Thomas M.",,PA,,00395,4226.0,1000
"Foley, Mark",,FL,,00396,2500.0,1001
"Foley, Thomas S.",,WA,,00397,1109.0,1002
"Forbes, Michael P.",,NY,,00398,910.0,1003
"Ford, Harold E.",,TN,,00400,2720.0,1004
"Ford, Harold E., Jr.",,TN,,01483,1701.0,1005
"Ford, Wendell H.",,KY,,01334,2101.0,1006
"Ford, William D.",,MI,,00401,2191.0,1007
"Forsythe, Edwin B.",,NJ,,00402,1746.0,1008
"Fortuno, Luis G.",,PR,,01800,665.0,1009
"Fossella, Vito",,NY,,01484,1241.0,1010
"Fountain, L. H.",,NC,,00403,254.0,1011
"Fowler, Tillie",,FL,,00404,891.0,1012
"Fowler, Wyche, Jr.",,GA,,00405,1378.0,1013
"Fox, Jon D.",,PA,,00406,794.0,1014
"Frahm, Sheila",,KS,,01335,17.0,1015
"Frank, Barney",,MA,,00407,10950.0,1016
"Franklin, William W.",,MS,,00408,367.0,1017
"Franks, Bob",,NJ,,00409,965.0,1018
"Franks, Gary A.",,CT,,00410,595.0,1019
"Frazer, Victor O.",,VI,,00412,278.0,1020
"Frenzel, Bill",,MN,,00415,2698.0,1021
"Frisa, Dan",,NY,,00417,110.0,1022
"Frist, William H.",,TN,,01336,1158.0,1023
"Frost, Martin",,TX,,00419,9175.0,1024
"Funderburk, David",,NC,,00421,235.0,1025
"Fuqua, Don",,FL,,00422,1126.0,1026
"Furse, Elizabeth",,OR,,00423,1307.0,1027
"Fuster, Jamie B.",,PR,,00424,1950.0,1028
"Gallegly, Elton",,CA,,00425,3523.0,1029
"Gallego, Pete P.",,TX,,02164,196.0,1030
"Gallo, Dean A.",,NJ,,00426,1649.0,1031
"Ganske, Greg",,IA,,00428,431.0,1032
"Garcia, Joe",,FL,,02120,250.0,1033
"Garcia, Robert",,NY,,00429,2622.0,1034
"Garn, E. J. (Jake)",,UT,,01338,1799.0,1035
"Gaydos, Joseph M.",,PA,,00430,850.0,1036
"Gejdenson, Sam",,CT,,00431,3871.0,1037
"Gekas, George W.",,PA,,00432,2289.0,1038
"Gephardt, Richard A.",,MO,,00433,1884.0,1039
"Geren, Pete",,TX,,00434,1066.0,1040
"Gerlach, Jim",,PA,,01743,1906.0,1041
"Giaimo, Robert N.",,CT,,00436,92.0,1042
"Gibbons, Jim",,NV,,01485,1227.0,1043
"Gibbons, Sam",,FL,,00437,1255.0,1044
"Giffords, Gabrielle",,AZ,,01831,753.0,1045
"Gilchrest, Wayne T.",,MD,,00438,2215.0,1046
"Gillmor, Paul E.",,OH,,00439,2133.0,1047
"Gilman, Benjamin A.",,NY,,00440,5265.0,1048
"Gingrey, Phil",,GA,,01720,1870.0,1049
"Gingrich, Newt",,GA,,00441,3233.0,1050
"Ginn, Bo",,GA,,00442,382.0,1051
"Glenn, John H., Jr.",,OH,,01339,2351.0,1052
"Glickman, Dan",,KS,,00443,2009.0,1053
"Goldwater, Barry",,AZ,,01340,931.0,1054
"Goldwater, Barry, Jr.",,CA,,00444,531.0,1055
"Gonzalez, Charles A.",,TX,,01555,3035.0,1056
"Gonzalez, Henry B.",,TX,,00445,2311.0,1057
"Goode, Virgil H., Jr.",,VA,,01486,2303.0,1058
"Goodling, William F.",,PA,,00447,2839.0,1059
"Goodwin, Carte Patrick",,WV,,01980,8.0,1060
"Gordon, Bart",,TN,,00448,4593.0,1061
"Gore, Albert, Jr.",,TN,,00449,2587.0,1062
"Gorton, Slade",,WA,,01341,2162.0,1063
"Goss, Porter J.",,FL,,00450,1894.0,1064
"Gradison, Willis D., Jr.",,OH,,00451,940.0,1065
"Graham, Bob",,FL,,01342,2250.0,1066
"Gramm, Phil",,TX,,00453,1630.0,1067
"Grams, Rod",,MN,,00454,859.0,1068
"Grandy, Fred",,IA,,00455,962.0,1069
"Grant, Bill",,FL,,00456,655.0,1070
"Gravel, Mike",,AK,,01343,144.0,1071
"Gray, Kenneth J.",,IL,,00459,1151.0,1072
"Gray, William H., III",,PA,,00460,2041.0,1073
"Green, Mark",,WI,,01559,1279.0,1074
"Green, S. William",,NY,,00463,2233.0,1075
"Greenwood, James C.",,PA,,00465,1665.0,1076
"Gregg, Judd",,NH,,00466,2076.0,1077
"Griffin, Tim",,AR,,01990,823.0,1078
"Griffith, Parker",,AL,,01906,254.0,1079
"Grimm, Michael G.",,NY,,02041,714.0,1080
"Grisham, Wayne R.",,CA,,00468,362.0,1081
"Grotberg, John E.",,IL,,00470,203.0,1082
"Grucci, Felix J., Jr.",,NY,,01662,334.0,1083
"Guarini, Frank J.",,NJ,,00472,2986.0,1084
"Gudger, V. Lamar",,NC,,00475,275.0,1085
"Gunderson, Steve",,WI,,00476,2548.0,1086
"Gutknecht, Gil",,MN,,00479,989.0,1087
"Guyer, Tennyson",,OH,,00480,563.0,1088
"Hagan, Kay R.",,NC,,01902,744.0,1089
"Hagedorn, Thomas M.",,MN,,00481,399.0,1090
"Hagel, Chuck",,NE,,01545,1609.0,1091
"Hall, John J.",,NY,,01865,898.0,1092
"Hall, Katie",,IN,,00483,456.0,1093
"Hall, Ralph M.",,TX,,00484,4184.0,1094
"Hall, Sam B., Jr.",,TX,,00485,747.0,1095
"Hall, Tony P.",,OH,,00487,2571.0,1096
"Halvorson, Deborah L.",,IL,,01919,263.0,1097
"Hamburg, Dan",,CA,,00488,232.0,1098
"Hamilton, Lee H.",,IN,,00489,1791.0,1099
"Hammerschmidt, John P.",,AR,,00490,2357.0,1100
"Hance, Kent R.",,TX,,00491,610.0,1101
"Hancock, Mel",,MO,,00492,1212.0,1102
"Hanley, James M.",,NY,,00493,179.0,1103
"Hansen, George V.",,ID,,00497,863.0,1104
"Hansen, James V.",,UT,,00498,2608.0,1105
"Hare, Phil",,IL,,01849,1373.0,1106
"Harkin, Tom",,IA,,00501,4490.0,1107
"Harman, Jane",,CA,,00502,1871.0,1108
"Harris, Claude",,AL,,00504,1209.0,1109
"Harris, Herbert E., II",,VA,,00505,227.0,1110
"Harris, Katherine",,FL,,01714,575.0,1111
"Harrison, Frank",,PA,,00506,340.0,1112
"Harsha, William H.",,OH,,00507,111.0,1113
"Hart, Gary W.",,CO,,01347,652.0,1114
"Hart, Melissa A.",,PA,,01666,1149.0,1115
"Hartnett, Thomas F.",,SC,,00508,856.0,1116
"Hastert, J. Dennis",,IL,,00510,1921.0,1117
"Hastings, Doc",,WA,,00512,1660.0,1118
"Hatcher, Charles",,GA,,00514,1549.0,1119
"Hatfield, Mark O.",,OR,,01352,1791.0,1120
"Hawkins, Augustus F.",,CA,,00515,1944.0,1121
"Hawkins, Paula",,FL,,01355,1083.0,1122
"Hayakawa, Samuel Ichiye",,CA,,01356,481.0,1123
"Hayes, Charles A.",,IL,,00516,2823.0,1124
"Hayes, James A.",,LA,,00517,1434.0,1125
"Hayes, Robin",,NC,,01600,1171.0,1126
"Hayworth, J. D.",,AZ,,00520,1846.0,1127
"Hayworth, Nan A. S.",,NY,,02042,184.0,1128
"Hecht, Chic",,NV,,01357,671.0,1129
"Heckler, Margaret M.",,MA,,00523,470.0,1130
"Hefley, Joel",,CO,,00524,2032.0,1131
"Heflin, Howell",,AL,,01358,2639.0,1132
"Hefner, W. G. (Bill)",,NC,,00525,2318.0,1133
"Heftel, Cecil",,HI,,00526,1238.0,1134
"Heineman, Frederick K. (Fred)",,NC,,00527,178.0,1135
"Heinz, John",,PA,,00528,2708.0,1136
"Helms, Jesse",,NC,,01359,3607.0,1137
"Hendon, Bill",,NC,,00531,423.0,1138
"Henry, Paul B.",,MI,,00532,1800.0,1139
"Herger, Wally",,CA,,00533,3674.0,1140
"Herseth Sandlin, Stephanie",,SD,,01760,646.0,1141
"Herseth, Stephanie",,SD,,01760,576.0,1142
"Hertel, Dennis M.",,MI,,00534,2086.0,1143
"Hightower, Jack E.",,TX,,00536,378.0,1144
"Hiler, John Patrick",,IN,,00537,1091.0,1145
"Hill, Baron P.",,IN,,01578,949.0,1146
"Hill, Rick",,MT,,01489,450.0,1147
"Hilleary, Van",,TN,,00538,725.0,1148
"Hilliard, Earl F.",,AL,,00539,1678.0,1149
"Hillis, Elwood H.",,IN,,00540,509.0,1150
"Hinchey, Maurice D.",,NY,,00541,6281.0,1151
"Hinson, Jon C.",,MS,,00543,308.0,1152
"Hoagland, Peter",,NE,,00544,605.0,1153
"Hobson, David L.",,OH,,00545,1414.0,1154
"Hochbrueckner, George J.",,NY,,00546,2093.0,1155
"Hochul, Kathleen C.",,NY,,02088,139.0,1156
"Hodes, Paul W.",,NH,,01862,739.0,1157
"Hoeffel, Joseph M.",,PA,,01579,1177.0,1158
"Hoekstra, Peter",,MI,,00547,1938.0,1159
"Hoke, Martin R.",,OH,,00549,393.0,1160
"Holden, Tim",,PA,,00550,3358.0,1161
"Holland, Kenneth L.",,SC,,00552,282.0,1162
"Hollenbeck, Harold C.",,NJ,,00553,546.0,1163
"Hollings, Ernest F.",,SC,,01361,3893.0,1164
"Holloway, Clyde",,LA,,00554,855.0,1165
"Holt, Marjorie S.",,MD,,00555,1527.0,1166
"Holt, Rush",,NJ,,01580,4195.0,1167
"Holtzman, Elizabeth",,NY,,00556,199.0,1168
"Hooley, Darlene",,OR,,01491,1912.0,1169
"Hopkins, Larry J.",,KY,,00557,968.0,1170
"Horn, Joan Kelly",,MO,,00558,357.0,1171
"Horn, Stephen",,CA,,00559,1522.0,1172
"Horsford, Steven A.",,NV,,02147,233.0,1173
"Horton, Frank J.",,NY,,00560,4912.0,1174
"Hostettler, John N.",,IN,,00562,1261.0,1175
"Houghton, Amo",,NY,,00563,1872.0,1176
"Howard, James J.",,NJ,,00564,2319.0,1177
"Hubbard, Carroll, Jr.",,KY,,00567,1589.0,1178
"Huckaby, Thomas J. (Jerry)",,LA,,00569,1300.0,1179
"Huddleston, Walter (Dee)",,KY,,01363,809.0,1180
"Huffington, Michael",,CA,,00571,108.0,1181
"Hughes, William J.",,NJ,,00572,5279.0,1182
"Hulshof, Kenny C.",,MO,,01492,768.0,1183
"Humphrey, Gordon J.",,NH,,01365,1150.0,1184
"Hunter, Duncan",,CA,,00575,3218.0,1185
"Hutchinson, Asa",,AR,,01493,568.0,1186
"Hutchinson, John G.",,WV,,00577,6.0,1187
"Hutchinson, Tim",,AR,,00578,1489.0,1188
"Hutchison, Kay Bailey",,TX,,01368,2195.0,1189
"Hutto, Earl",,FL,,00579,2395.0,1190
"Hyde, Henry J.",,IL,,00580,4826.0,1191
"Ichord, Richard H.",,MO,,00581,149.0,1192
"Inglis, Bob",,SC,,00582,1349.0,1193
"Inouye, Daniel K.",,HI,,01369,6593.0,1194
"Inslee, Jay",,WA,,00584,2219.0,1195
"Ireland, Andrew P.",,FL,,00585,1677.0,1196
"Istook, Ernest J., Jr.",,OK,,00586,880.0,1197
"Jackson, Henry M.",,WA,,01370,512.0,1198
"Jackson, Jesse L., Jr.",,IL,,00587,3237.0,1199
"Jackson-Lee, Sheila",,TX,,00588,4866.0,1200
"Jacobs, Andrew, Jr.",,IN,,00589,3352.0,1201
"James, Craig T.",,FL,,00590,474.0,1202
"Janklow, William J.",,SD,,01746,162.0,1203
"Javits, Jacob K.",,NY,,01371,259.0,1204
"Jefferson, William J.",,LA,,00592,3980.0,1205
"Jeffords, James M.",,VT,,00593,5015.0,1206
"Jeffries, Jim",,KS,,00594,412.0,1207
"Jenkins, Edgar L.",,GA,,00595,1500.0,1208
"Jenkins, William L.",,TN,,01494,814.0,1209
"Jenrette, John W., Jr.",,SC,,00596,263.0,1210
"Jepsen, Roger W.",,IA,,01372,745.0,1211
"Jindal, Bobby",,LA,,01785,450.0,1212
"Johanns, Mike",,NE,,01899,749.0,1213
"John, Christopher",,LA,,01495,638.0,1214
"Johnson, Don",,GA,,00598,160.0,1215
"Johnson, Harold T.",,CA,,00600,210.0,1216
"Johnson, James P. (Jim)",,CO,,00601,122.0,1217
"Johnson, Jay W.",,WI,,01496,106.0,1218
"Johnson, Nancy L.",,CT,,00602,3940.0,1219
"Johnson, Tim",,SD,,00604,5331.0,1220
"Johnson, Timothy V.",,IL,,01648,1076.0,1221
"Johnston, Eugene (Gene)",,NC,,00605,233.0,1222
"Johnston, Harry",,FL,,00606,1106.0,1223
"Johnston, J. Bennett",,LA,,01373,2169.0,1224
"Jones, Ben",,GA,,00607,761.0,1225
"Jones, Ed",,TN,,00608,763.0,1226
"Jones, James R.",,OK,,00609,394.0,1227
"Jones, Stephanie Tubbs",,OH,,01581,2485.0,1228
"Jones, Walter B.",,NC,,00611,2225.0,1229
"Jontz, Jim",,IN,,00613,2274.0,1230
"Kagen, Steve",,WI,,01880,942.0,1231
"Kanjorski, Paul E.",,PA,,00615,2789.0,1232
"Karnes, David K.",,NE,,01374,281.0,1233
"Kasich, John R.",,OH,,00618,2137.0,1234
"Kassebaum, Nancy Landon",,KS,,01375,2014.0,1235
"Kasten, Robert W., Jr.",,WI,,00619,1772.0,1236
"Kastenmeier, Robert W.",,WI,,00620,1892.0,1237
"Kaufman, Edward E.",,DE,,01964,206.0,1238
"Kazen, Abraham, Jr.",,TX,,00621,325.0,1239
"Keller, Ric",,FL,,01644,733.0,1240
"Kelly, Richard",,FL,,00623,102.0,1241
"Kelly, Sue W.",,NY,,00624,2091.0,1242
"Kemp, Jack",,NY,,00625,1359.0,1243
"Kempthorne, Dirk",,ID,,01376,465.0,1244
"Kennedy, Edward M.",,MA,,01377,5704.0,1245
"Kennedy, Joseph P., II",,MA,,00626,2076.0,1246
"Kennedy, Mark R.",,MN,,01652,728.0,1247
"Kennedy, Patrick J.",,RI,,00627,3154.0,1248
"Kennelly, Barbara B.",,CT,,00628,2653.0,1249
"Kerns, Brian D.",,IN,,01650,190.0,1250
"Kerrey, J. Robert",,NE,,01378,1008.0,1251
"Kerry, John F.",,MA,,01379,5974.0,1252
"Kildee, Dale E.",,MI,,00631,7084.0,1253
"Kilpatrick, Carolyn C.",,MI,,01497,3186.0,1254
"Kilroy, Mary Jo",,OH,,01948,349.0,1255
"Kim, Jay",,CA,,00632,564.0,1256
"Kindness, Thomas N.",,OH,,00633,1481.0,1257
"Kingston, Jack",,GA,,00636,2280.0,1258
"Kirk, Paul Grattan, Jr.",,MA,,01972,56.0,1259
"Kissell, Larry",,NC,,01934,682.0,1260
"Kleczka, Gerald D.",,WI,,00637,2780.0,1261
"Klein, Herbert C.",,NJ,,00638,298.0,1262
"Klein, Ron",,FL,,01842,737.0,1263
"Klink, Ron",,PA,,00639,860.0,1264
"Klug, Scott L.",,WI,,00641,1240.0,1265
"Knollenberg, Joe",,MI,,00642,1343.0,1266
"Kogovsek, Ray",,CO,,00644,1099.0,1267
"Kohl, Herb",,WI,,01380,2408.0,1268
"Kolbe, Jim",,AZ,,00645,2354.0,1269
"Kolter, Joseph P.",,PA,,00646,3007.0,1270
"Konnyu, Ernest L.",,CA,,00647,221.0,1271
"Kopetski, Mike",,OR,,00648,1124.0,1272
"Kosmas, Suzanne M.",,FL,,01917,283.0,1273
"Kostmayer, Peter H.",,PA,,00649,2805.0,1274
"Kramer, Ken",,CO,,00650,865.0,1275
"Kratovil, Frank,  Jr.",,MD,,01926,240.0,1276
"Kreidler, Mike",,WA,,00652,329.0,1277
"Krueger, Robert C.",,TX,,00653,47.0,1278
"Kucinich, Dennis J.",,OH,,01499,4308.0,1279
"Kuhl, John R. ""Randy"", Jr.",,NY,,01795,988.0,1280
"Kuykendall, Steven T.",,CA,,01582,295.0,1281
"Kyl, Jon",,AZ,,00655,2366.0,1282
"LaFalce, John J.",,NY,,00657,4365.0,1283
"LaHood, Ray",,IL,,00659,1901.0,1284
"LaRocco, Larry",,ID,,00665,370.0,1285
"LaTourette, Steven C.",,OH,,00667,2479.0,1286
"Lagomarsino, Robert J.",,CA,,00658,5645.0,1287
"Lambert, Blanche M.",,AR,,01570,267.0,1288
"Lampson, Nick",,TX,,01500,1595.0,1289
"Lancaster, H. Martin",,NC,,00660,2449.0,1290
"Landrieu, Mary L.",,LA,,01546,3245.0,1291
"Landry, Jeffrey M.",,LA,,02024,207.0,1292
"Lantos, Tom",,CA,,00663,6838.0,1293
"Largent, Steve",,OK,,00664,742.0,1294
"Latham, Tom",,IA,,00666,2014.0,1295
"Latta, Delbert L.",,OH,,00668,569.0,1296
"Laughlin, Greg",,TX,,00669,710.0,1297
"Lautenberg, Frank R.",,NJ,,01381,5268.0,1298
"Laxalt, Paul D.",,NV,,01382,875.0,1299
"Lazio, Rick",,NY,,00670,734.0,1300
"LeBoutillier, John",,NY,,00674,407.0,1301
"LeMieux, George S.",,FL,,01971,135.0,1302
"Leach, Claude (Buddy), Jr.",,LA,,00671,273.0,1303
"Leach, James A.",,IA,,00672,3633.0,1304
"Leath, Marvin",,TX,,00673,964.0,1305
"Lederer, Raymond F.",,PA,,00675,352.0,1306
"Lee, Christopher J.",,NY,,01944,367.0,1307
"Lee, Gary A.",,NY,,00676,497.0,1308
"Lehman, Richard H.",,CA,,00679,1631.0,1309
"Lehman, William",,FL,,00680,2941.0,1310
"Leland, Mickey",,TX,,00681,2646.0,1311
"Lent, Norman F.",,NY,,00682,2341.0,1312
"Levin, Carl",,MI,,01384,5844.0,1313
"Levine, Mel",,CA,,00684,2567.0,1314
"Levitas, Elliott H.",,GA,,00685,445.0,1315
"Levy, David A.",,NY,,00686,448.0,1316
"Lewis, Jerry",,CA,,00687,3045.0,1317
"Lewis, Ron",,KY,,00689,1714.0,1318
"Lewis, Thomas F.",,FL,,00690,2257.0,1319
"Lieberman, Joseph I.",,CT,,01385,4341.0,1320
"Lightfoot, Jim",,IA,,00691,1614.0,1321
"Lincoln, Blanche L.",,AR,,01570,1918.0,1322
"Linder, John",,GA,,00693,1623.0,1323
"Lipinski, William O.",,IL,,00694,5189.0,1324
"Livingston, Bob",,LA,,00696,2629.0,1325
"Lloyd, James F.",,CA,,00697,245.0,1326
"Lloyd, Marilyn",,TN,,00698,2897.0,1327
"Loeffler, Tom",,TX,,00700,659.0,1328
"Long, Cathy (Mrs. Gillis)",,LA,,00702,136.0,1329
"Long, Clarence D.",,MD,,00703,805.0,1330
"Long, Gillis W.",,LA,,00704,453.0,1331
"Long, Jill L.",,IN,,00705,804.0,1332
"Long, Russell B.",,LA,,01386,431.0,1333
"Longley, James B., Jr.",,ME,,00706,116.0,1334
"Lott, Trent",,MS,,00707,3699.0,1335
"Lowery, Bill",,CA,,00708,1510.0,1336
"Lowry, Mike",,WA,,00710,2093.0,1337
"Lucas, Ken",,KY,,01562,668.0,1338
"Lugar, Richard G.",,IN,,01387,4186.0,1339
"Lujan, Manuel, Jr.",,NM,,00712,1046.0,1340
"Luken, Charles",,OH,,00714,184.0,1341
"Luken, Thomas A.",,OH,,00713,1651.0,1342
"Lukens, Donald E.",,OH,,00715,727.0,1343
"Lundine, Stanley N.",,NY,,00716,1063.0,1344
"Lungren, Daniel E.",,CA,,00717,2227.0,1345
"Luther, Bill",,MN,,00718,827.0,1346
"MacKay, Buddy",,FL,,00722,782.0,1347
"Machtley, Ronald K.",,RI,,00720,1717.0,1348
"Mack, Connie",,FL,,01776,744.0,1349
"Mack, Connie, III",,FL,,00721,2165.0,1350
"Madigan, Edward R.",,IL,,00724,1827.0,1351
"Maffei, Daniel B.",,NY,,01943,600.0,1352
"Magnuson, Warren G.",,WA,,01388,129.0,1353
"Maguire, Andrew",,NJ,,00725,312.0,1354
"Mahoney, Tim",,FL,,01841,240.0,1355
"Majette, Denise L.",,GA,,01719,215.0,1356
"Maloney, James H.",,CT,,01502,944.0,1357
"Mann, David",,OH,,00730,179.0,1358
"Manton, Thomas J.",,NY,,00732,2780.0,1359
"Manzullo, Donald A.",,IL,,00733,2843.0,1360
"Margolies-Mezvinsky, Marjorie",,PA,,00797,276.0,1361
"Markey, Betsy",,CO,,01911,344.0,1362
"Marks, Marc L.",,PA,,00736,268.0,1363
"Marlenee, Ron",,MT,,00737,1224.0,1364
"Marriott, David Daniel",,UT,,00738,790.0,1365
"Marshall, Jim",,GA,,01718,1174.0,1366
"Martin, David O'B.",,NY,,00739,1563.0,1367
"Martin, James G.",,NC,,00741,556.0,1368
"Martin, Lynn M.",,IL,,00742,1662.0,1369
"Martinez, Matthew G.",,CA,,00743,5595.0,1370
"Martinez, Mel",,FL,,01769,637.0,1371
"Martini, William J.",,NJ,,00744,173.0,1372
"Mascara, Frank",,PA,,00745,886.0,1373
"Massa, Eric J. J.",,NY,,01945,516.0,1374
"Matheson, Jim",,UT,,01671,1563.0,1375
"Mathews, Harlan",,TN,,01390,166.0,1376
"Mathias, Charles McC., Jr.",,MD,,01391,1167.0,1377
"Mathis, Dawson",,GA,,00747,236.0,1378
"Matsui, Robert T.",,CA,,00748,5607.0,1379
"Matsunaga, Spark M.",,HI,,00749,2286.0,1380
"Mattingly, Mack",,GA,,01392,664.0,1381
"Mattox, James A.",,TX,,00750,246.0,1382
"Mavroules, Nicholas",,MA,,00751,2438.0,1383
"Mazzoli, Romano L.",,KY,,00753,1944.0,1384
"McAllister, Vance M.",,LA,,02195,71.0,1385
"McCandless, Alfred A. (Al)",,CA,,00755,864.0,1386
"McCarthy, Carolyn",,NY,,01503,3712.0,1387
"McCarthy, Karen",,MO,,00756,1188.0,1388
"McClory, Robert",,IL,,00757,410.0,1389
"McCloskey, Frank",,IN,,00758,2038.0,1390
"McCloskey, Paul N., Jr.",,CA,,00759,429.0,1391
"McClure, James A.",,ID,,01394,1535.0,1392
"McCollum, Bill",,FL,,00761,3032.0,1393
"McCormack, Mike",,WA,,00762,174.0,1394
"McCotter, Thaddeus G.",,MI,,01732,2857.0,1395
"McCrery, Jim",,LA,,00763,1747.0,1396
"McCurdy, Dave",,OK,,00764,1026.0,1397
"McDade, Joseph M.",,PA,,00765,2459.0,1398
"McDonald, Lawrence P.",,GA,,00767,678.0,1399
"McEwen, Bob",,OH,,00768,2474.0,1400
"McEwen, Robert C.",,NY,,00769,100.0,1401
"McGovern, George",,SD,,01397,290.0,1402
"McGrath, Raymond J.",,NY,,00771,2517.0,1403
"McHale, Paul",,PA,,00772,543.0,1404
"McHugh, John M.",,NY,,00773,2994.0,1405
"McHugh, Matthew F.",,NY,,00774,1784.0,1406
"McInnis, Scott",,CO,,00775,1063.0,1407
"McIntosh, David M.",,IN,,00776,800.0,1408
"McIntyre, Mike",,NC,,01505,2648.0,1409
"McKay, K. Gunn",,UT,,00777,98.0,1410
"McKeon, Howard P. ""Buck""",,CA,,00778,2161.0,1411
"McKernan, John R., Jr.",,ME,,00779,579.0,1412
"McKinney, Cynthia A.",,GA,,00780,2516.0,1413
"McKinney, Stewart B.",,CT,,00781,1369.0,1414
"McMahon, Michael E.",,NY,,01941,408.0,1415
"McMillan, J. Alex",,NC,,00782,827.0,1416
"McMillen, Thomas",,MD,,00783,1226.0,1417
"McNulty, James F., Jr.",,AZ,,00784,578.0,1418
"McNulty, Michael R.",,NY,,00785,4907.0,1419
"Meehan, Martin T.",,MA,,00788,2459.0,1420
"Meek, Carrie P.",,FL,,00789,1819.0,1421
"Meek, Kendrick B.",,FL,,01715,1309.0,1422
"Melancon, Charlie",,LA,,01786,754.0,1423
"Melcher, John",,MT,,00790,1426.0,1424
"Metcalf, Jack",,WA,,00792,798.0,1425
"Metzenbaum, Howard M.",,OH,,01400,2377.0,1426
"Meyers, Jan",,KS,,00794,2150.0,1427
"Mfume, Kweisi",,MD,,00798,1898.0,1428
"Mica, Daniel Andrew",,FL,,00799,763.0,1429
"Michaud, Michael H.",,ME,,01730,3104.0,1430
"Michel, Robert H.",,IL,,00801,1314.0,1431
"Mikva, Abner J.",,IL,,00803,105.0,1432
"Millender-McDonald, Juanita",,CA,,00805,2369.0,1433
"Miller, Brad",,NC,,01735,1440.0,1434
"Miller, Clarence E.",,OH,,00806,1175.0,1435
"Miller, Dan",,FL,,00807,822.0,1436
"Miller, Gary",,CA,,01584,419.0,1437
"Miller, Gary G.",,CA,,01584,1346.0,1438
"Miller, George",,CA,,00808,6922.0,1439
"Miller, John R.",,WA,,00809,1678.0,1440
"Miller, Zell",,GA,,01624,653.0,1441
"Mineta, Norman Y.",,CA,,00812,4119.0,1442
"Minge, David",,MN,,00813,1015.0,1443
"Minish, Joseph G.",,NJ,,00814,800.0,1444
"Mink, Patsy T.",,HI,,00815,2577.0,1445
"Minnick, Walter",,ID,,01918,322.0,1446
"Mitchell, Donald J.",,NY,,00817,649.0,1447
"Mitchell, George J.",,ME,,01401,2280.0,1448
"Mitchell, Harry E.",,AZ,,01830,440.0,1449
"Mitchell, Parren J.",,MD,,00818,2703.0,1450
"Moakley, John Joseph",,MA,,00820,3426.0,1451
"Moffett, Toby",,CT,,00821,514.0,1452
"Molinari, Guy",,NY,,00822,827.0,1453
"Molinari, Susan",,NY,,00823,1213.0,1454
"Mollohan, Alan B.",,WV,,00824,2184.0,1455
"Mollohan, Robert H.",,WV,,00825,396.0,1456
"Monson, David S.",,UT,,00826,435.0,1457
"Montgomery, G. V. (Sonny)",,MS,,00827,3085.0,1458
"Moody, Jim",,WI,,00828,1914.0,1459
"Moore, Dennis",,KS,,01561,2673.0,1460
"Moore, W. Henson",,LA,,00829,621.0,1461
"Moorhead, Carlos J.",,CA,,00830,2315.0,1462
"Moorhead, William S.",,PA,,00831,126.0,1463
"Moran, James P.",,VA,,00832,6028.0,1464
"Morella, Constance A.",,MD,,00833,4023.0,1465
"Morgan, Robert B.",,NC,,01404,163.0,1466
"Morrison, Bruce A.",,CT,,00835,2528.0,1467
"Morrison, Sid",,WA,,00836,1645.0,1468
"Moseley-Braun, Carol",,IL,,01405,778.0,1469
"Mottl, Ronald M.",,OH,,00839,842.0,1470
"Moynihan, Daniel Patrick",,NY,,01407,4376.0,1471
"Mrazek, Robert J.",,NY,,00840,3087.0,1472
"Murkowski, Frank H.",,AK,,01408,3096.0,1473
"Murphy, Austin J.",,PA,,00841,3943.0,1474
